"distance" "angle" "species" "season" "mass" "time"
3.4 5 "agouti" "E" 3.47 "day"
0.92 0 "agouti" "L" 3.47 "day"
0.92 0 "agouti" "L" 3.47 "day"
2.56 -2 "peccary" "L" 25.2 "day"
1.2 -5 "agouti" "M" 3.47 "day"
3.24 -5 "ocelot" "M" 11.9 "night"
2.4 -9 "agouti" "E" 3.47 "day"
3.65 -10 "peccary" "M" 25.2 "day"
3.5 -10 "peccary" "E" 25.2 "day"
2.76 -12 "agouti" "L" 3.47 "day"
1.05 -12 "rat" "L" 0.359 "night"
1.8 -16 "agouti" "E" 3.47 "night"
1.12 -20 "agouti" "M" 3.47 "day"
1.34 -20 "brocket" "M" 22.8 "night"
2.5 -20 "paca" "M" 8 "night"
1.54 -35 "agouti" "L" 3.47 "day"
0.98 36 "paca" "L" 8 "night"
2.47 34 "paca" "M" 8 "night"
1.04 30 "squirrel" "M" 0.4 "day"
1.58 14 "ocelot" "M" 11.9 "night"
4.23 13 "peccary" "M" 25.2 "day"
2.9 8 "peccary" "E" 25.2 "night"
1.15 8 "agouti" "L" 3.47 "day"
2 8 "agouti" "E" 3.47 "day"
1.5 6 "agouti" "E" 3.47 "day"
7 6 "agouti" "E" 3.47 "day"
3.25 4 "coati" "M" 4.03 "day"
0.51 0 "peccary" "L" 25.2 "night"
1.15 0 "rat" "M" 0.359 "night"
0.8 0 "agouti" "M" 3.47 "day"
2 0 "peccary" "L" 25.2 "night"
1.74 0 "agouti" "L" 3.47 "day"
4 -6 "agouti" "E" 3.47 "day"
1.55 -16 "rat" "L" 0.359 "night"
1.38 -26 "squirrel" "M" 0.4 "day"
2.13 36 "peccary" "L" 25.2 "day"
1.68 36 "squirrel" "L" 0.4 "day"
2.2 33 "agouti" "L" 3.47 "day"
1.45 25 "agouti" "M" 3.47 "day"
4.05 12 "paca" "L" 8 "night"
1.69 8 "paca" "M" 8 "night"
1.21 8 "squirrel" "M" 0.4 "day"
2.1 8 "agouti" "E" 3.47 "day"
1.41 5 "agouti" "M" 3.47 "day"
0.82 3 "paca" "M" 8 "night"
2.53 1 "agouti" "M" 3.47 "day"
2.46 -2 "agouti" "L" 3.47 "day"
1.17 -8 "peccary" "L" 25.2 "day"
2.72 -10 "agouti" "M" 3.47 "day"
1.46 -16 "armadillo" "L" 4.2 "day"
2.48 -18 "agouti" "L" 3.47 "day"
1.45 -23 "coati" "L" 4.03 "day"
0.64 -29 "ocelot" "M" 11.9 "night"
1.45 -33 "coati" "L" 4.03 "day"
0.72 28 "ocelot" "L" 11.9 "night"
1.38 14 "rat" "L" 0.359 "night"
1.3 12 "agouti" "L" 3.47 "day"
2.25 10 "squirrel" "M" 0.4 "day"
1.1 8 "paca" "M" 8 "night"
3 7 "paca" "E" 8 "night"
7.5 6 "peccary" "E" 25.2 "night"
3.8 2 "ocelot" "E" 11.9 "night"
2.26 -2 "agouti" "M" 3.47 "day"
0.92 -2 "rat" "M" 0.359 "night"
1.98 -2 "agouti" "L" 3.47 "day"
4.36 -2 "peccary" "M" 25.2 "day"
1.3 -3 "rat" "M" 0.359 "night"
4.2 -7 "paca" "E" 8 "night"
1.43 -10 "agouti" "M" 3.47 "day"
5.25 -12 "peccary" "M" 25.2 "night"
2.01 -16 "agouti" "L" 3.47 "day"
3.75 -16 "peccary" "M" 25.2 "day"
2 -19 "agouti" "M" 3.47 "day"
1.86 -24 "agouti" "M" 3.47 "day"
1.83 -26 "agouti" "M" 3.47 "day"
0.83 -34 "rat" "L" 0.359 "night"
2.58 -35 "agouti" "L" 3.47 "day"
0.3 43 "paca" "L" 8 "night"
1.2 36 "agouti" "L" 3.47 "day"
0.58 21 "peccary" "L" 25.2 "day"
3.2 15 "paca" "M" 8 "night"
4.45 14 "agouti" "M" 3.47 "day"
1.9 13 "peccary" "E" 25.2 "night"
2.15 8 "armadillo" "M" 4.2 "night"
0.82 7 "agouti" "M" 3.47 "day"
3.9 7 "agouti" "E" 3.47 "day"
1.5 3 "mouse" "M" 0.1 "night"
3.14 1 "brocket" "M" 22.8 "day"
1.02 0 "agouti" "M" 3.47 "day"
0.81 -4 "rat" "M" 0.359 "night"
2.08 -5 "agouti" "M" 3.47 "night"
3.15 -5 "agouti" "M" 3.47 "day"
0.86 37 "agouti" "M" 3.47 "day"
2.1 33 "brocket" "M" 22.8 "day"
1.31 15 "peccary" "M" 25.2 "day"
2.26 14 "agouti" "M" 3.47 "day"
2.36 12 "paca" "L" 8 "night"
2.45 10 "agouti" "M" 3.47 "day"
1.2 10 "rat" "E" 0.359 "night"
1.15 8 "agouti" "M" 3.47 "day"
1.73 7 "agouti" "M" 3.47 "day"
5.8 4 "agouti" "E" 3.47 "day"
3.31 4 "agouti" "M" 3.47 "day"
0.88 2 "peccary" "L" 25.2 "day"
1.65 0 "agouti" "M" 3.47 "day"
3.7 0 "puma" "L" 51.6 "night"
1.72 0 "agouti" "M" 3.47 "day"
2.9 -1 "peccary" "M" 25.2 "day"
2.84 -1 "agouti" "M" 3.47 "day"
2.4 -2 "brocket" "E" 22.8 "night"
1.34 -2 "rat" "L" 0.359 "night"
1.46 -3 "agouti" "L" 3.47 "day"
1.6 -3 "agouti" "E" 3.47 "day"
2.63 -7 "rat" "L" 0.359 "night"
7.6 -7 "paca" "E" 8 "night"
2.16 -8 "squirrel" "M" 0.4 "day"
0.68 -9 "agouti" "M" 3.47 "day"
3.04 -19 "brocket" "L" 22.8 "night"
2.25 -36 "paca" "L" 8 "night"
1.82 28 "tamandua" "M" 4.21 "day"
1.87 22 "agouti" "L" 3.47 "day"
1.3 21 "ocelot" "E" 11.9 "night"
1.2 10 "paca" "E" 8 "night"
1.9 10 "agouti" "E" 3.47 "day"
2.53 4 "agouti" "M" 3.47 "day"
0.31 0 "paca" "L" 8 "night"
2.34 -1 "coati" "M" 4.03 "day"
1.63 -2 "agouti" "M" 3.47 "day"
3.62 -5 "paca" "M" 8 "night"
3.8 -8 "peccary" "M" 25.2 "day"
5.6 -8 "brocket" "E" 22.8 "night"
3 -9 "peccary" "E" 25.2 "night"
1.9 -10 "agouti" "E" 3.47 "day"
4 -10 "brocket" "E" 22.8 "night"
2.24 -12 "agouti" "M" 3.47 "day"
0.85 -13 "rat" "M" 0.359 "night"
1.75 -17 "agouti" "M" 3.47 "night"
0.82 -25 "agouti" "M" 3.47 "day"
2.78 -26 "ocelot" "L" 11.9 "night"
0.45 40 "agouti" "M" 3.47 "day"
3.01 24 "brocket" "M" 22.8 "day"
3.64 23 "agouti" "L" 3.47 "day"
1.51 12 "agouti" "M" 3.47 "day"
1.77 12 "agouti" "L" 3.47 "day"
2.7 8 "peccary" "E" 25.2 "night"
2.38 5 "agouti" "L" 3.47 "day"
3.1 -6 "paca" "E" 8 "night"
1.5 -13 "agouti" "E" 3.47 "day"
1.92 -33 "agouti" "L" 3.47 "day"
1.92 30 "agouti" "L" 3.47 "day"
2.87 19 "paca" "M" 8 "night"
3.09 15 "peccary" "M" 25.2 "night"
2.8 7 "peccary" "E" 25.2 "night"
2.5 0 "peccary" "E" 25.2 "day"
3.34 0 "agouti" "L" 3.47 "day"
2.61 -6 "squirrel" "M" 0.4 "day"
2.7 -11 "paca" "E" 8 "night"
1.33 -22 "squirrel" "L" 0.4 "day"
1.75 -24 "agouti" "L" 3.47 "day"
0.52 32 "agouti" "M" 3.47 "day"
1.34 32 "agouti" "M" 3.47 "day"
1.37 29 "mouse" "M" 0.1 "night"
2.24 26 "agouti" "L" 3.47 "day"
1.26 24 "agouti" "L" 3.47 "day"
1.92 22 "agouti" "M" 3.47 "day"
1.94 17 "agouti" "M" 3.47 "day"
2.19 14 "agouti" "M" 3.47 "day"
1.06 14 "coati" "M" 4.03 "day"
3.7 14 "agouti" "E" 3.47 "day"
4.8 14 "paca" "L" 8 "night"
0.9 12 "paca" "E" 8 "night"
4.42 12 "paca" "L" 8 "night"
3.6 11 "agouti" "E" 3.47 "night"
2.8 10 "brocket" "E" 22.8 "night"
4.48 10 "agouti" "M" 3.47 "day"
5.34 9 "agouti" "L" 3.47 "day"
2.64 9 "brocket" "M" 22.8 "day"
0.98 8 "rat" "L" 0.359 "night"
1.15 7 "agouti" "M" 3.47 "day"
1.56 7 "agouti" "M" 3.47 "day"
4.7 6 "peccary" "E" 25.2 "night"
1.67 6 "agouti" "M" 3.47 "day"
1.21 6 "tamandua" "L" 4.21 "night"
6 6 "brocket" "E" 22.8 "night"
1.59 5 "squirrel" "M" 0.4 "day"
1.69 4 "coati" "L" 4.03 "day"
1.69 4 "coati" "L" 4.03 "day"
2.11 3 "ocelot" "M" 11.9 "night"
4.1 3 "peccary" "E" 25.2 "night"
0.61 2 "rat" "L" 0.359 "night"
2.41 2 "agouti" "L" 3.47 "day"
3.68 2 "brocket" "M" 22.8 "night"
2.25 0 "paca" "M" 8 "night"
4.8 0 "paca" "E" 8 "night"
3.18 0 "agouti" "M" 3.47 "day"
4.8 0 "paca" "E" 8 "night"
3.93 -2 "agouti" "L" 3.47 "day"
0.72 -2 "agouti" "L" 3.47 "day"
3.46 -2 "agouti" "L" 3.47 "day"
2.3 -3 "brocket" "L" 22.8 "day"
4.28 -3 "agouti" "L" 3.47 "day"
4.2 -3 "agouti" "E" 3.47 "day"
1.23 -4 "agouti" "M" 3.47 "day"
2.23 -5 "agouti" "M" 3.47 "day"
4.6 -5 "brocket" "E" 22.8 "night"
3.32 -6 "agouti" "L" 3.47 "day"
2.03 -6 "agouti" "M" 3.47 "day"
4.32 -7 "agouti" "L" 3.47 "day"
1.12 -8 "agouti" "M" 3.47 "day"
4.01 -9 "peccary" "M" 25.2 "night"
3 -9 "opossum" "E" 1.09 "night"
4 -10 "brocket" "E" 22.8 "day"
2.6 -10 "agouti" "M" 3.47 "day"
2.4 -10 "agouti" "M" 3.47 "day"
3.7 -13 "peccary" "E" 25.2 "day"
1.1 -15 "rat" "L" 0.359 "night"
3.8 -15 "agouti" "E" 3.47 "day"
1.8 -16 "agouti" "E" 3.47 "day"
3.3 -16 "ocelot" "M" 11.9 "night"
3.24 -16 "agouti" "L" 3.47 "day"
1.08 -17 "agouti" "M" 3.47 "day"
0.54 -18 "agouti" "M" 3.47 "day"
1.2 -19 "armadillo" "E" 4.2 "night"
0.51 -21 "agouti" "L" 3.47 "day"
4.38 -23 "brocket" "M" 22.8 "day"
2 -23 "brocket" "E" 22.8 "day"
4.05 -24 "agouti" "L" 3.47 "day"
1.88 -25 "paca" "M" 8 "night"
0.87 -27 "agouti" "M" 3.47 "day"
1.83 -28 "agouti" "L" 3.47 "day"
2.3 -34 "brocket" "L" 22.8 "night"
2.38 -35 "brocket" "L" 22.8 "day"
0.4 40 "paca" "L" 8 "night"
3.71 24 "peccary" "L" 25.2 "day"
6.38 22 "peccary" "M" 25.2 "day"
3.95 15 "peccary" "L" 25.2 "day"
1.6 4 "paca" "E" 8 "night"
2 -2 "brocket" "L" 22.8 "day"
0.87 -33 "agouti" "M" 3.47 "day"
3.34 -41 "peccary" "L" 25.2 "day"
1.63 -4 "peccary" "L" 25.2 "night"
3.6 -4 "agouti" "L" 3.47 "day"
2.03 -18 "peccary" "M" 25.2 "night"
1.22 25 "agouti" "M" 3.47 "day"
1.34 25 "rat" "L" 0.359 "night"
0.94 17 "paca" "L" 8 "night"
1.8 4 "peccary" "E" 25.2 "day"
1.21 -2 "rat" "M" 0.359 "night"
4.2 -6 "peccary" "M" 25.2 "day"
2.1 -9 "peccary" "E" 25.2 "night"
5.1 11 "peccary" "E" 25.2 "day"
2.48 8 "brocket" "L" 22.8 "night"
1.3 6 "agouti" "M" 3.47 "day"
1.2 -2 "agouti" "E" 3.47 "day"
2.55 -16 "agouti" "M" 3.47 "day"
0.75 15 "ocelot" "M" 11.9 "night"
1.08 8 "rat" "L" 0.359 "night"
6 -12 "agouti" "M" 3.47 "day"
1.73 -18 "agouti" "M" 3.47 "day"
1.94 23 "agouti" "L" 3.47 "day"
1.58 0 "agouti" "M" 3.47 "day"
2.03 -1 "agouti" "L" 3.47 "day"
1 39 "agouti" "M" 3.47 "day"
1.34 38 "peccary" "L" 25.2 "night"
6.3 36 "peccary" "M" 25.2 "day"
1.31 12 "agouti" "L" 3.47 "day"
3 8 "peccary" "E" 25.2 "night"
0.9 2 "agouti" "E" 3.47 "day"
5.4 0 "peccary" "E" 25.2 "night"
3.2 0 "brocket" "L" 22.8 "day"
5.6 19 "agouti" "L" 3.47 "day"
2.2 15 "agouti" "E" 3.47 "day"
1.8 3 "agouti" "M" 3.47 "day"
1.6 -2 "agouti" "E" 3.47 "day"
0.7 7 "ocelot" "E" 11.9 "night"
0.96 5 "agouti" "L" 3.47 "day"
0.7 0 "opossum" "E" 1.09 "night"
4.5 -2 "peccary" "E" 25.2 "night"
2.23 28 "armadillo" "M" 4.2 "night"
2.8 16 "peccary" "E" 25.2 "night"
1.31 13 "agouti" "L" 3.47 "day"
4.31 10 "agouti" "L" 3.47 "day"
4.3 7 "agouti" "E" 3.47 "day"
6.5 7 "brocket" "E" 22.8 "night"
2 0 "agouti" "L" 3.47 "day"
1.32 0 "agouti" "L" 3.47 "day"
5 0 "peccary" "E" 25.2 "day"
0.63 0 "ocelot" "M" 11.9 "night"
1.85 -2 "agouti" "L" 3.47 "day"
0.62 -3 "armadillo" "M" 4.2 "night"
4.4 -5 "brocket" "E" 22.8 "night"
5.6 -9 "brocket" "E" 22.8 "night"
2.69 -11 "peccary" "L" 25.2 "day"
0.68 -12 "armadillo" "M" 4.2 "night"
1.75 -13 "squirrel" "M" 0.4 "day"
3.55 -28 "brocket" "L" 22.8 "night"
1.95 -44 "brocket" "M" 22.8 "night"
5 0 "agouti" "E" 3.47 "day"
0.98 -5 "agouti" "M" 3.47 "day"
2.68 9 "agouti" "M" 3.47 "day"
2.42 -8 "agouti" "M" 3.47 "day"
4.23 19 "paca" "L" 8 "night"
0.8 10 "paca" "E" 8 "night"
1.7 0 "agouti" "M" 3.47 "night"
0.85 -16 "coati" "M" 4.03 "day"
3.36 -19 "agouti" "L" 3.47 "day"
0.2 0 "ocelot" "E" 11.9 "night"
2 -26 "brocket" "E" 22.8 "day"
4.7 3 "squirrel" "E" 0.4 "day"
0.2 0 "peccary" "L" 25.2 "day"
2.11 0 "rat" "L" 0.359 "night"
1.26 -1 "agouti" "L" 3.47 "day"
3.4 -5 "paca" "E" 8 "night"
2.83 -28 "brocket" "L" 22.8 "night"
2.36 7 "coati" "M" 4.03 "day"
3.34 -26 "peccary" "L" 25.2 "night"
2.78 4 "agouti" "L" 3.47 "day"
6.1 24 "peccary" "L" 25.2 "day"
2.75 39 "peccary" "L" 25.2 "day"
1.1 -2 "agouti" "E" 3.47 "day"
1.54 38 "coati" "L" 4.03 "day"
3 5 "brocket" "E" 22.8 "day"
2.69 -26 "brocket" "M" 22.8 "day"
2.1 -18 "agouti" "L" 3.47 "day"
3.2 0 "brocket" "E" 22.8 "night"
4.1 13 "agouti" "E" 3.47 "day"
3.73 -25 "brocket" "L" 22.8 "night"
1.7 10 "peccary" "E" 25.2 "night"
3.9 -3 "agouti" "E" 3.47 "day"
